#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       -5.72519     0.00968341        4127.75      30
#indices  rapidity(ita)            phi             pt
   50321        4.37597        6.27904        211.002
   49421        4.38034     0.00149042             22
   52801        4.38117     0.00248443        211.001
   53631        3.43383        6.27892        211.002
   53791        3.43709        6.28243             22
   50886        3.66602      0.0072802        22.0006
   54006        3.68481    0.000450976            211
   50555        1.21953        6.22143       0.611198
   52736        1.23252        6.26474        211.036
   49771        1.24101        6.28172            211
   52446        1.25759      0.0282295        22.0088
   52451        1.24949      0.0286178         22.009
   50786       0.819976        6.25986         22.006
   50861       0.798299        6.26507        22.0036
   52026        5.12457        6.28287             22
   52991        5.15546    0.000169925            211
   53566        4.01027     0.00745311        130.004
   49446        4.03542        6.28148             22
   53456         4.0268        6.28301            211
   50191        5.29139      0.0165178        211.029
   49746        5.07654     0.00258433        211.001
   53881        5.07514    0.000807537             22
   54661          3.772        6.27822        22.0003
   52086        3.74454        6.24918        22.0127
   51816        3.74916        6.27293        22.0012
   50756        2.50739        6.28044        22.0001
   51991        2.50428     0.00115999             12
   51441        3.70991        6.28149            321
   52341        3.71483    0.000446707            321
   53941        3.17525      0.0298471        22.0098
   51406        3.01111        6.27944        211.001
   54506        3.01587         6.2753        22.0007
   49911        2.10348      0.0703263        22.0545
   52291        2.06745        6.27693        22.0004
   53541        2.08976     0.00136801             22
   49471         1.8932      0.0197241        22.0043
   51486       -2.15343      0.0161796        22.0029
   51905       -2.12753      0.0843372       0.198097
   49916         1.9521       0.077546        22.0663
   50686       -4.26408      0.0171829        211.031
   53715       -4.25377      0.0443786       0.417697
   52911      0.0118447        6.28174            211
   50361      0.0172489        6.22955        22.0317
   53400    -0.00697456        6.20369        1.53254
   49076       0.367716         6.2634        22.0043
   51781        0.41701      0.0427765        22.0201
   51391    -0.00342274      0.0174152        22.0033
   51381     0.00990722      0.0102518        22.0012
   49046     0.00271722     0.00831114        22.0008
   50866     0.00333128      0.0106322        22.0012
   51676         3.0611      0.0058768        22.0004
   48801         2.8398     0.00684431        211.005
   52181        2.83961        6.27255        22.0012
   52531        3.22858    0.000365052            211
   53831        3.21366      0.0327141        22.0118
   49846        2.86096       0.053774        22.0318
   53936        2.87899      0.0347087        22.0133
   50751        2.84238      0.0018835             22
   54121        2.84357     0.00110536            321
   49221        2.93383        6.27995        22.0001
   53721        2.90479     0.00231225        22.0001
   51236        5.74581        6.22151        211.402
   52641        5.73508        6.27976        22.0001
   53856        5.72625        6.28082        22.0001
   50571         5.3043        6.27793        211.003
   51871       -3.40168     0.00724601        22.0006
   52690       -3.40763      0.0221286       0.531294
   53146       0.255704        6.27767        22.0003
   51065       0.252642        6.24079       0.800048
   52650       0.255247        6.18082      0.0349117
   49266        5.69751    0.000208659            321
   49271        4.14461     0.00244356        321.001
   51671          4.149     0.00236932        211.001
   51461        5.84074        6.28227            211
   52401        5.86492        6.26138         211.05
   49506        5.77369        6.28197             22
   51956        5.60232     0.00582699        22.0004
   48871        5.57318        6.28297            211
   51806        5.57948        6.28133             22
   50596        1.01829        6.28064        22.0001
   54561        1.00525        6.27896        22.0002
   49091        1.66247         6.2829             22
   52691        1.68784      0.0120667        22.0016
   50716        6.00322        6.27923        211.002
   51946        5.99185        6.28086        22.0001
   54261         5.9977        6.28251            211
   50971         3.8579        6.25694        22.0076
   51301        3.86351    0.000141721            211
   53196        3.86499       0.004103        22.0002
   52396        3.94902        6.23433        130.155
   52616        4.02298        6.11025        22.3331
   50896        3.97549     0.00303729        22.0001
   48856        3.94047        6.27984        211.001
   52686        3.95587      0.0085529        22.0008
   52161        4.20669         6.2104         211.56
   50911        4.23432        6.28307             22
   51146        4.24537     0.00339605        22.0001
   53696        4.09287        6.28294             22
   54321        4.07836        6.28257            130
   53186        3.78927     0.00349562        22.0001
   52536        3.78414        6.27965        22.0001
   53636        3.78844        6.28149            130
   52456        4.35194        6.27298        211.011
   53001        4.33361        6.28247            211
   49206        4.29632        6.28224            211
   51821        4.28783        6.27758        22.0003
   50096        4.27509     0.00798572        22.0007
   53341        4.27056        6.26973        211.019
   50301        2.69982        6.28195            211
   49886       -4.42859    0.000130139            321
   52745       -4.42931        6.28268       0.166864
   50956        4.79245    0.000824885             22
   52416        4.86563    0.000962798            211
   53451        4.86471        6.28194            211
   54216         5.0808        6.28292            211
   50966         4.9387     0.00131941             22
   48991        4.31444        6.28021        22.0001
   49866        4.32878    0.000171922            211
   50426        3.16357        6.28264             22
   51811         3.1896     0.00726618        22.0006
   52021        3.19398        6.28002        22.0001
   48876        2.99335        6.28315           2212
   53731        3.00839        6.28243            211
   48831        2.60483        6.25451        211.087
   49241        2.60803        6.25716        321.109
   52506        2.37374         6.2724        22.0013
   54646        2.37858        6.27544        211.006
   49486        2.38304        6.28196            130
   50586        2.36756    8.29749e-06           2212
   53946        2.37059     0.00217082        22.0001
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       0.518917         1.5197        3827.13      85
#indices  rapidity(ita)            phi             pt
   55654         1.8748        1.59789        1.14304
   56106        1.86667         1.4777        22.0957
   55189        -1.4023         1.9358      0.0534245
   55579       -1.36453        1.72261        0.69384
   55964      -0.972045        1.81712       0.619652
   54834       -1.18827        1.91458       0.034954
   55724       -1.02367        1.84137        1.35323
   55803       0.597363        1.56839        26.9173
   55174       0.673423        1.36018       0.413776
   55119       0.522085        1.42869       0.439633
   55553       0.610962        1.49519        11.9818
   55191      -0.932358        1.56368        11.0003
   55206       -0.90478        1.54384         22.008
   55494      -0.857535        1.57326        4.96142
   55313        0.32594        1.54013        57.1527
   55808       0.384651        1.56428        8.06822
   55668       0.138911        1.50301        3.03016
   54753     0.00359067        1.40368       0.736658
   55563     -0.0270169        1.45036        5.69692
   55788      0.0124298        1.44982       0.210699
   55883      0.0120553        1.43858       0.227727
   56078       0.151172        1.56272        3.29947
   55253       0.096764        1.57263        2.12218
   55308       0.112507        1.56398        14.5539
   55048      0.0709291        1.53561        1.55165
   55243      0.0697259        1.56484        1.52591
   55648      0.0807618        1.59198        17.0018
   55288      0.0928533        1.63606        2.00405
   55018       0.111474        1.60442         14.422
   55273       0.131269        1.61935        2.87131
   54879       -3.18607        1.33039       0.615905
   55926       -3.21652        1.27175        23.0217
   56056        4.35685         1.1647        23.9476
   55262        4.26228        1.21124       0.306698
   56079        4.35565         1.3058       0.203843
   54966        5.43662         1.2484        222.462
   55572        5.44717        1.15874        1.38686
   55427        2.03716        1.35207        2.77454
   54767        1.85368        1.30987        33.0102
   55387         1.8344        1.33719        3.01566
   55331        1.73499        1.56584        22.0003
   55121        1.75323        1.34832        133.285
   55316        1.72373        1.38137        22.4007
   55663       0.844261        1.57639        16.6146
   54973       0.823832        1.56281        17.1988
   55678       0.811909         1.5704        141.505
   54968       0.776267        1.57207         179.83
   55928       0.783468        1.57649        18.5028
   55248       0.462466        1.59368         9.5016
   55798       0.457565        1.57796        37.9175
   55278       0.572043        1.58654        28.5019
   55453       0.557544        1.57092        106.798
   55239        1.21476        1.52514       0.325252
   55889       0.939617        1.71224       0.106361
   55417        0.65976        1.57694      0.0141238
   55548       0.649879        1.56869        24.0421
   55326        2.06845        1.52053        22.0278
   55469        2.09435        1.51454       0.534461
   54824       -2.06114        1.18422      0.0991281
   55784       -1.85549        1.38939       0.285563
   54916       0.927512        1.36003        215.775
   54842         3.7255        1.22652       0.505221
   55031        3.66861        1.42501        22.2359
   54911      -0.780358        1.44063        22.1877
   55386        2.63983        1.49279        22.0671
   55554        2.70461        1.53478        0.88268
   55013       0.703288        1.59287        21.5734
   55478       0.679882        1.57078        1249.13
   55043        0.69013        1.52074        22.1612
   55903      0.0080119         1.5599        1.68376
   54952         6.7429        1.56239       0.248801
   55746        6.74163        1.55824        211.017
   55283        0.49741        1.57388        34.1382
   55793       0.501591        1.57787         33.786
   54992       -5.13017         1.5444        1.13871
   56031       -5.20684        1.55606        22.0024
   54732       -4.10667        1.73952        3.47723
   55616       -4.10872        1.55469        22.0029
   55014         3.0215         1.4942       0.104427
   55691        3.01157        1.50325        22.0503
   54847       -5.66547        1.37683       0.711063
   54936       -5.65525        1.45913        22.1379
   54773      -0.601036        1.57859        113.471
   55959      -0.782698        1.66921        3.36639
   56103      -0.633937        1.57083        449.413
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       0.587661        4.71317        3331.03      39
#indices  rapidity(ita)            phi             pt
   56647       0.785262        4.71168        269.075
   56427        0.47761        4.71041        35.9352
   56837       0.332565        4.70868        7.05794
   56432       0.191936        4.71485        103.974
   56842       0.227797        4.70123        4.92612
   56417       0.187488         4.7782        4.07434
   56202       0.247807        4.76622        5.33752
   56847       0.261861        4.73698        5.63274
   56897       0.134365        4.71129         152.98
   56707       0.073632        4.43719        1.37131
   56557    -0.00750574        4.43129        1.44242
   56907     0.00425635        4.43886       0.851621
   56150     -0.0557856        4.73497        211.054
   56357     0.00382194        4.47878       0.342067
   56407      0.0369938        4.47441       0.779215
   56822      0.0436617        4.60822        0.95724
   56852       0.051653        4.64329        1.12787
   56738     -0.0169209        4.56337       0.464835
   56197     0.00454959        4.63007       0.853049
   56702     0.00935648        4.64449        1.95958
   56817      0.0154477        4.65934       0.339058
   56722       0.070233        4.68679        9.09972
   56727      0.0544466        4.68163        1.19569
   56217      0.0240739        4.69988        5.07667
   56697      0.0571325        4.70378        12.0406
   56902       0.298473        4.71138        63.2551
   56692       0.287284        4.71182        964.536
   56832       0.262648        4.70928        5.64888
   56207       0.162711        4.71333        34.0317
   56422       0.160262        4.69109        3.49588
   56732     -0.0110142        4.68343         2.3197
   56712     0.00616931        4.68846        1.28738
   56802     0.00909475        4.67437       0.199897
   56437       0.088112         4.7122        1411.35
   56562      0.0907628         4.6934        1.99022
   56602      0.0363017        5.03494       0.798176
   56807      0.0855912        4.81517        1.83918
   56812      0.0464205        4.79649        1.01471
   56827      0.0753315        4.79107        1.64071
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0        9.41174        1.51511        4565.56      35
#indices  rapidity(ita)            phi             pt
   57924        8.40305        1.49942        22.0562
   57829        8.25198         1.5601        321.018
   57964        8.15919        1.52453        22.0236
   57404        8.23089        1.41122        213.715
   58424        6.74646        1.55312        211.033
   57304        6.55131        1.56375        22.0005
   57884        6.64278        1.55212        321.056
   57564        8.67802        1.56799        211.001
   56964        6.69671        1.21515        225.086
   57849        6.71196       0.944961        27.1446
   57214        6.90606        1.36425        215.582
   58184        7.09533        1.10525        24.6201
   57809        7.74492        1.45324        212.466
   58324        7.68887        1.54174        22.0093
   57124        7.78017        1.56219        321.012
   58169        7.74327        1.55819        22.0017
   57074        7.40294        1.56298        211.006
   57314         7.4045        1.56732        321.002
   57789        7.16904        1.55517        211.026
   58394         7.1603        1.56559        22.0003
   57834        6.91126        1.55603        211.023
   58304        6.84812        1.50512        22.0475
   57754        6.44086        1.56915            211
   57614        5.30476        1.56564        321.004
   58144        5.39045        1.54718        22.0061
   57179        2.91507        1.53567         211.13
   58399        2.92156        1.52654        22.0216
   57194        3.14882        1.56254        22.0008
   57419         3.1747        1.56297        22.0007
   57759       -3.87186        1.50325        22.0503
   57855       -3.81273        1.83778        4.75063
   58450       -3.91298        1.75503        4.21377
   57151      -0.535774        1.56644        103.343
   58034        4.55323        1.55423        211.029
   58060        4.52328        1.49262         1.4162
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       -9.71861       0.556778         4185.8       1
#indices  rapidity(ita)            phi             pt
   58533       -9.71861       0.556778         4185.8
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0      -0.535898        1.45038        5896.26     185
#indices  rapidity(ita)            phi             pt
   59989       0.104611        1.74851        21.9692
   61179      0.0626811         1.7706        1.37634
   59354      0.0707789        1.79815        1.48249
   61079      0.0489648        1.81403       0.733025
   60254       0.105636        1.81507         2.3108
   61149       0.130518        1.79431         2.6835
   59614       0.237151        1.72753        4.87045
   59709     -0.0178692        1.73134        3.66542
   59969     0.00118974        1.74725      0.0733099
   60249      0.0914403        1.71426        2.00508
   60869       0.101349        1.71651        2.10388
   59979       0.132323         1.7125        27.7239
   59619       0.123434        1.66359        2.34092
   59849       0.163073        1.66888        3.52238
   60934      0.0537152        1.55855        11.3206
   59854       0.021363        1.55212        4.50278
   59494      0.0351389         1.5564       0.771015
   59719      0.0309902        1.56301       0.680773
   60417        3.44343         1.5454        22.0071
   59890         3.3798        1.69313       0.711727
   60740        3.49417        1.72006      0.0385167
   59104      0.0694304        1.59606        22.2444
   59609      0.0115442        1.59812       0.249586
   61004     0.00777001        1.60086        1.60506
   60909       0.019683        1.58616        4.14721
   59659      0.0143265        1.58857        3.01946
   59859      0.0155994         1.5837        3.28543
   59239      0.0374845        1.58712         12.016
   59999      0.0559089         1.5786         117.95
   60622        3.49579        1.56761        211.001
   61088        3.49159        1.28546         7.4939
   60543        4.73302        1.56283       0.193477
   60997         4.7471        1.53981        211.101
   60945       -5.91486        1.85928       0.695086
   61247       -6.04331        1.55935        22.0014
   59864     -0.0827686        1.52643        17.4148
   59894      -0.118106        1.51567        24.8033
   59587        3.69584        1.45029        22.1607
   61103        3.72644        1.31416       0.530236
   59454     -0.0432659        1.49695        9.11876
   60302        5.92931        1.49935        22.0563
   60428        5.89141        1.45433      0.0608453
   59184     -0.0105687        1.49715        1.84918
   60979     -0.0127957        1.49574        2.69478
   59472        3.05719        1.52909        22.0191
   61053        3.07217        1.52203        1.01496
   60004     -0.0153457        1.51838        3.22958
   59229    -0.00468317        1.52261       0.958411
   61239      -0.001453        1.53334        0.25925
   59622        4.66596        1.51521         22.034
   59733        4.66884        1.55099       0.179344
   59234       0.148314        1.52866        3.22975
   59455       -3.76711        1.39715       0.434774
   61102       -3.73255        1.53076        22.0176
   59779     -0.0601762        1.68473        12.6759
   59794     -0.0698737        1.71511        14.6772
   59899      -0.148272        1.57147        31.0457
   60765       -3.68473        1.70796       0.358426
   61137       -3.75336         1.5667        22.0002
   59874      -0.122518        1.56035        25.7216
   60704     -0.0175235        1.57491        3.69445
   60213        3.17386        1.54916       0.923596
   60972        3.17859        1.56871             22
   61223     -0.0988203        1.26394        27.3962
   59737         5.0909        1.22386        23.3938
   59843        5.21258        1.21916       0.117684
   61089      -0.177773        1.26897        12.1157
   61093      -0.164214        1.24696        31.3862
   60014      0.0221096        1.27028        4.65831
   59214     0.00562964        1.25519         1.1756
   60309     0.00347174        1.25286      0.0678978
   59519       0.068972        1.24818        1.48555
   59447       -6.81534        1.28538        219.896
   59913        -6.9026        1.07427       0.211161
   61228       0.749667        1.26917        10.2758
   60115       -3.92408        1.20542       0.234183
   60767       -3.95016        1.27122        23.0255
   61052        2.75202        1.39679        22.3373
   61098        2.85848        1.31311        1.81762
   60699       0.134247        1.33407        10.5495
   61124      0.0592133        1.32848        1.24754
   60364      0.0832245        1.30194        1.74094
   61014      0.0882069        1.28647        1.86381
   59530       0.177504        1.37931        13.3216
   61094       0.229683        1.28594        1.78766
   61264       0.208415        1.30076        3.97666
   61092       0.259754        1.18516        23.7438
   59462       -4.09102        1.22184         23.411
   60450        -4.0054        1.14877       0.226847
   60739       0.766381        1.36061        19.5467
   61009       0.535768        1.32855        10.5179
   59650       0.429438         1.3374       0.194614
   60238       0.456062         1.2802        18.3798
   59077        -1.3661        1.35361        2265.22
   61077       -6.24642        1.51531        22.0339
   60940        -6.2582        1.60458       0.157854
   61155       -6.24642        1.59422      0.0773795
   59692       -2.08055         1.5624        22.0008
   59937       -4.15039        1.55662        22.0022
   60688       -4.14817        1.42582        3.29505
   60407        4.00311        1.23352        23.3135
   59938        3.80403        1.02249       0.491769
   59978        3.83628        1.11717       0.444911
   60163        3.85063        1.09521        4.44436
   59693        2.01494         1.3035        2.72486
   59273        4.14766        1.33332        3.33782
   59667        4.13725        1.35898        22.5029
   59263          4.111        1.39788        3.48785
   59422        4.08515        1.35282        22.5332
   59723        2.18784        1.36481        2.47124
   61108        2.17926        1.35296        14.8469
   60083        4.96162        1.21884        1.47561
   61232        5.06615        1.43196        22.2137
   60832        1.75429        1.55934        22.0014
   61057        1.82922        1.49735        22.0595
   60300        1.89446        1.75982      0.0513111
   60980        1.90469         1.5849       0.360145
   59413        6.73514        1.56245       0.250768
   60497        6.73537        1.56738        22.0001
   60342        5.51044        1.56684        22.0002
   60753        5.49374        1.69312       0.869324
   60022        2.89887        1.51731        22.0315
   60502        6.51136         1.5636        22.0006
   59113        6.51571        1.90716        0.31274
   59433        6.41618        1.99911       0.344373
   59795         2.0441        1.90392        3.87157
   59612        4.08067        1.52407         22.024
   60828        4.04675        1.42963        3.66304
   59987        2.51689        1.42129        22.2482
   60422         3.1433        1.56488        22.0004
   61047        6.13158        1.56754        22.0001
   60178        6.04714        1.73924       0.761539
   59288        6.01966        2.21777      0.0529749
   60043        6.11098        1.84801       0.468691
   60478        4.14208        1.78895       0.350778
   60843        4.28269         1.7077        2.91066
   59337        4.18052        1.55497        22.0028
   60842        4.19015        1.56465        211.004
   59439      -0.046766        1.54444        9.85899
   59869      -0.052016        1.56072        10.9635
   60412        3.69169        1.55154        22.0041
   60418        3.69851        1.53968        0.54453
   60709     -0.0134176        1.55574        2.59367
   60884     -0.0210937        1.55461        2.52313
   59084      -0.035616        1.60047        7.50949
   59154       -0.08099        1.56934        17.0182
   61059       -0.06991        1.59298       0.980897
   60545       -1.48177        1.66015       0.738734
   60600       -1.54447        1.53564       0.286047
   59815       -3.82243        1.53321         2.0614
   61072       -3.89504        1.52408         22.024
   61212       -1.27746          1.562        22.0009
   59225        2.96424        1.60282       0.262468
   60537        3.01932        1.53825        22.0117
   59444      -0.222681        1.57123        46.2229
   59884      -0.228149        1.57279        71.9867
   59219      -0.208975        1.56868        43.4623
   59769       -0.20298        1.57483        64.2713
   59889      -0.268252        1.57472        55.2809
   61229      -0.276398        1.57521        56.8781
   59565      -0.489577        1.50567      0.0297004
   61267      -0.408332        1.45005        22.1613
   60904      -0.360929        1.56423        73.0119
   60833        2.02128        1.53194        2.70399
   60932         2.0756        1.50563        22.0468
   60775       -3.42175        1.25086        14.8339
   61025       -3.45378         1.1992         2.6898
   61087       -3.34248        1.54389        211.076
   61257       -3.42637        1.46389        22.1263
   60327       -2.64198        1.43522        22.2037
   60747       -2.60138        1.52044        22.0279
   60387       -2.64483        1.55228        22.0038
   60432       -2.68036         1.5461        22.0067
   60425      -0.652021        1.73638       0.984638
   59847       -6.39484        1.56766        211.001
   60460       -6.34656        1.80513       0.126738
   60718        -6.3805        1.75982       0.544033
   59722       -2.03001        1.55532        22.0026
   60162        3.96436        1.56415        211.005
   60818         3.9389         1.7218       0.421438
   61082       -4.79392        1.55929        22.0015
   59118        -4.7579        1.40613        2.74954
   60703       -4.70186        1.49318        1.91555
   60257       -2.85076        1.43259        22.2118
   60742       -2.85267        1.52886        22.0194
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       -1.15753         0.7839           6491      16
#indices  rapidity(ita)            phi             pt
   61344       -1.31849        1.01893       0.863251
   62067       -1.26811       0.785456        59.3812
   61514       -1.04747       0.817715         17.469
   61754       -1.08275        0.82856        7.29488
   62419       -1.07955        1.00345      0.0508747
   61809        -1.0584        0.74484        9.07314
   61504       -1.05659       0.780442        15.6684
   61297         -1.051       0.785398        6326.88
   61509       -1.05336        0.78347        9.66702
   61534       -1.15028       0.522389        1.20556
   61769       -1.00072       0.573081        1.04196
   61854       -1.04312         0.5297        5.58968
   62374       -1.03472       0.395182      0.0311478
   61529      -0.942556       0.528797        11.1245
   61524      -0.864913       0.585289        9.21453
   61764      -0.893634       0.572151        17.6863
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0        6.58289     0.00779199        6210.68      46
#indices  rapidity(ita)            phi             pt
   64139        6.40337        6.28297            130
   62679        3.27606     0.00481486        22.0003
   64679        3.29244     0.00406331        22.0002
   63734        3.34846     0.00468802        211.002
   64829         3.3376        6.27295        22.0012
   63394        3.40874      0.0364906        22.0147
   64634        3.36338     0.00725821        22.0006
   64109        3.36911     0.00120981             22
   64129        3.36889        6.28209             22
   63279        3.21852        6.28114             22
   62599        3.18401     0.00510252        22.0003
   63009        3.19355     0.00263991        22.0001
   63249         2.9148        6.25798         22.007
   62924        2.73339     0.00672673        211.005
   64629        2.74728      0.0145694        22.0023
   63160         6.4681       0.293276         76.101
   63839        6.57937         6.2827            211
   63794        6.31028        6.28315            211
   64244        6.34572        6.28308             22
   62754        4.62776    1.71499e-05            211
   64839        4.64113        6.28315            321
   62579        4.57758     0.00054015            211
   63214        4.58129     0.00330357        130.001
   64074        3.12779       0.025709        22.0073
   64419        3.10553        6.28011        211.001
   63459        2.83595     0.00215044        321.001
   64084        2.92175      0.0187516        22.0039
   64269         2.9294      0.0253132        22.0071
   63064      -0.563929     0.00647568        22.0005
   64583      -0.536207      0.0488716      0.0424928
   63328       -4.45959        6.21321      0.0321244
   64819       -4.39726     0.00576217        22.0004
   62899        5.46156        6.28207             22
   63324        5.29698        6.27968        22.0001
   63799        5.24748        6.28122            211
   63419        5.62327    7.24593e-05           2212
   62729        5.62082        6.27959        211.001
   63144        5.60355        6.27812        22.0003
   63075        5.56539       0.166926        132.409
   63399        5.37946     0.00240912        22.0001
   62944        5.39647        6.28256            211
   63389         5.4018     0.00604309        22.0004
   64639        4.75901      0.0012913            211
   62884        3.64458        6.27476        22.0008
   63264        3.64487        6.28188             22
   64684        3.63939     0.00137571             22
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       -4.76596        6.26906        11742.8     113
#indices  rapidity(ita)            phi             pt
   64978       -4.89306        6.28089        211.001
   65093       -3.97404         6.2764        211.005
   66843       -3.98572         6.1967        22.0825
   65808        -3.9595        6.27352         211.01
   66058        -3.9646        6.27265        211.012
   65388       -4.67461      0.0611575        22.0412
   67988       -4.50458        6.27394        211.009
   67753       -4.23422     0.00580595        22.0004
   65318       -4.02736        6.27242        22.0013
   65078       -4.04065        6.27675        211.004
   68133       -4.04013        6.27342         22.001
   65138       -4.25231     0.00111528            211
   68193       -4.29339        6.27675        211.004
   67529        -4.1266      0.0774336        284.399
   66443        -3.9468        6.27172        211.014
   67358       -3.95532        6.25032        22.0119
   67428       -3.94388      0.0215103        22.0051
   67813        -3.7769     0.00356849        22.0001
   66213        -3.7682         6.2783        22.0003
   66648       -3.77019        6.27985        211.001
   64938       -3.85495        6.27501        211.007
   65553       -3.85555        6.27354        130.006
   65398       -3.19442        6.21927         22.045
   65068       -2.10857        6.23074        22.0303
   65588       -2.10754        6.25999        22.0059
   66868       -2.09322        6.26002        22.0059
   67978       -3.89351        6.28287           2212
   66638       -3.64873         6.2745        22.0008
   65373       -3.71329        6.27943        22.0002
   65943       -3.69814         6.2813            211
   67383       -1.17442    8.07179e-05            211
   65768      -0.923266         6.2818            211
   67677      -0.898833       0.136518      0.0786606
   67032      -0.891165       0.329531      0.0237005
   67842      -0.991554       0.190134       0.173893
   66963        2.16247        6.28282             22
   67232         2.1351       0.104199       0.816038
   67188       -4.04845        6.28229            321
   65368       -3.83992        6.28149             22
   65502         3.9002        6.19237         0.1375
   67268        3.92752         6.2773        211.004
   67588       -3.56043        6.26702        22.0029
   66353       -3.23125     0.00393464        22.0002
   67743       -3.21672     0.00112549             22
   66943       -3.26465        6.27774        22.0003
   65303       -3.01137        6.28281             22
   65968       -3.02638        6.28063        211.001
   65018        -3.4805        6.27829        211.003
   64958       -3.49146        6.28299            211
   65023       -3.52261      0.0045526        22.0002
   68163       -3.51037      0.0044392        22.0002
   65178       -2.80651        6.28282            211
   66818       -2.76805        6.15146        22.1923
   66153       -2.51363        6.25856        22.0067
   66193       -2.50343        6.26982         22.002
   65338       -2.29207      0.0022835        211.001
   67538       -2.28245        6.28013        22.0001
   67732       -2.53405        6.22579       0.382899
   68203       -2.53189         6.2209        22.0427
   66888       -2.47779        6.27918        22.0002
   66397        2.40415        6.24451       0.118445
   68053        2.40749        6.28289            211
   65123       -2.09131      0.0257013        22.0073
   65088       -2.01995        6.25009        211.116
   68098       -2.05287        6.24124        22.0194
   66223       -2.21322        6.24052          22.02
   66228       -2.14316        6.22269        22.0403
   66418       -1.98151      0.0502271        22.0278
   67783       -1.93746      0.0649311        22.0465
   65468       -1.85045        6.27768        22.0003
   67003        1.54439        6.28135             22
   67577        1.53507        6.27198       0.251871
   65203       -1.56622        6.28101        22.0001
   65773       -1.55821     0.00477895        211.002
   65083       -3.73787        6.27621        211.005
   65173       -3.76404     0.00037197            211
   68083       -3.36993         6.2589        211.062
   67678       -3.31678        6.27201        22.0014
   68143       -3.31398         6.2827            130
   65769        -3.3932       0.254069        87.5292
   66994       -3.51877       0.147476        149.719
   67951     -0.0686537        5.95561        186.658
   65431      0.0254386        5.91393        0.53336
   65426     0.00405027        5.96402      0.0845612
   66621     -0.0108743        5.93722        2.12726
   66608       -3.00998        6.18441        212.034
   67958         -3.066        6.21019        16.0427
   65508        2.35434        6.28076        22.0001
   67382        2.34083       0.082149        0.17639
   66653       -1.65845        6.27909        22.0002
   66893       -1.64311        6.27725        22.0004
   67373       -1.64537        6.27962        22.0001
   65283       -2.28813       0.013793        22.0021
   66238       -2.34047        6.28318            211
   66433      -0.714756        5.88122        23.9054
   65051      0.0210954        5.98955         3.0653
   67996     0.00904077        6.03173        1.86291
   65626      0.0394276        6.11365       0.858765
   65081    -0.00575535        6.10117        1.16947
   65096    -0.00243787        6.07781       0.492396
   65401     -0.0817583        6.09778        31.5548
   66422     -0.0803749        6.02694        1.40768
   67073       0.651629        6.20273        22.0714
   67163       0.593662        6.12649        324.982
   67657        0.62995        6.00875       0.232177
   65813       -1.28946        6.11647        213.967
   65903       -1.46672        6.28238            211
   66313       -1.48029     0.00559626        22.0003
   67618       -1.47787        6.27995        22.0001
   66658       -1.42997        6.28023        211.001
   64993       -1.41017     0.00610436        211.004
   67028       -1.33904     0.00314043        22.0001
   67293       -1.31262      0.0172659        22.0033
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0      -0.479488       0.783682        4078.15      11
#indices  rapidity(ita)            phi             pt
   68794        2.39847       0.788522        19.5681
   68529          2.024       0.786335        2.93358
   68724         2.2548       0.790281        22.1005
   68314       0.989005       0.785399         568.18
   68789        1.09705       0.789253        43.6101
   68389      -0.466476       0.785398        3367.33
   68309      -0.256829       0.785398        28.5045
   68540     0.00847322        0.66704       0.110367
   68553       -4.47524       0.509578        26.6498
   68461       -4.83396       0.586639      0.0548536
   68656       -4.70381       0.315205       0.127759
$
#kt Algorithm
#Value of R is 0.4
#jet #       rapidity            phi             pt n constituents
#    0       -9.54769     0.00200283         5641.8      52
#indices  rapidity(ita)            phi             pt
   69087       -7.33201       0.328809        68.1292
   69656       -7.49893     0.00106484            321
   69381       -6.41741        6.28308             22
   69706       -6.42354        6.28157            211
   70246        -5.4391      0.0142957        22.0022
   69521       -5.44477        6.28285             22
   70161       -5.44602    0.000157666             22
   69116       -6.21939        6.28217            211
   69356       -3.00659        0.10824        22.1295
   70236       -3.08978       0.154792        22.2662
   69786       -4.92294     0.00204097        321.001
   69976       -4.70229        6.28261             22
   69076       -4.71495    0.000769563            211
   70001        -4.7159    0.000110917             22
   69911       -5.11356     0.00329272        211.001
   69441       -5.42672    0.000505532             22
   69206       -5.18779        6.27497        211.007
   69961       -5.21227        6.28276             22
   69226       -8.20857    0.000361576            211
   68866       -8.10353        6.28287            211
   69971       -7.97464        6.28308             22
   69066       -6.80961        6.28203            211
   69746       -4.86643        6.28253            211
   69511        -4.8351      0.0429989        22.0204
